"ADV8-Kode","Kodiersystem","ADV3-Kode","ADV3-Text1","Programm","JAHR","Matrix-B","ADV8_1digit"
"6010610","01","063502","Hähnchen auch tiefgefroren","EH10",2018,"LTFHu",6
"6010610","01","063503","Junger Hahn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010610","01","063504","Suppenhuhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010610","01","063505","Brust Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010610","01","063506","Schenkel Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010610","01","063507","Oberschenkel Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010610","01","063508","Unterschenkel Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010610","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010610","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010610","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010610","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010610","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010610","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010610","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010610","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010610","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010610","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010610","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",6
"6010610","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",6
"6010610","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",6
"6010610","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",6
"6010610","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",6
"6010610","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",6
"6010610","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",6
"6010610","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",6
"6010610","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",6
"6010610","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",6
"6010610","01","230408","Sesam","EH16",2018,"LPOeSe",6
"6010610","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",6
"6010610","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",6
"6010610","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",6
"6010610","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",6
"6010700","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",6
"6010700","01","063502","Hähnchen auch tiefgefroren","EH10",2018,"LTFHu",6
"6010700","01","063503","Junger Hahn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010700","01","063504","Suppenhuhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010700","01","063505","Brust Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010700","01","063506","Schenkel Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010700","01","063507","Oberschenkel Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010700","01","063508","Unterschenkel Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010700","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010700","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010700","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010700","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010700","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010700","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010700","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010700","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010700","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010700","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010700","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",6
"6010700","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",6
"6010700","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",6
"6010700","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",6
"6010700","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",6
"6010700","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",6
"6010700","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",6
"6010700","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",6
"6010700","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",6
"6010700","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",6
"6010700","01","230408","Sesam","EH16",2018,"LPOeSe",6
"6010700","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",6
"6010700","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",6
"6010700","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",6
"6010700","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",6
"6010800","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",6
"6010800","01","063502","Hähnchen auch tiefgefroren","EH10",2018,"LTFHu",6
"6010800","01","063503","Junger Hahn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010800","01","063504","Suppenhuhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010800","01","063505","Brust Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010800","01","063506","Schenkel Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010800","01","063507","Oberschenkel Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010800","01","063508","Unterschenkel Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010800","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010800","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010800","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010800","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010800","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010800","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010800","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010800","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010800","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010800","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010800","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",6
"6010800","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",6
"6010800","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",6
"6010800","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",6
"6010800","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",6
"6010800","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",6
"6010800","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",6
"6010800","01","090810","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Brühwurst","EH15",2018,"LVW",6
"6010800","01","090820","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Kochwurst","EH15",2018,"LVW",6
"6010800","01","090830","Vegane/Vegetarische Ersatzprodukte für Wurstwaren nach Art der Rohwurst","EH15",2018,"LVW",6
"6010800","01","230408","Sesam","EH16",2018,"LPOeSe",6
"6010800","15","102011","Truthühner; Kot","EB3a",2018,"TNGPuKo",6
"6010800","15","102011","Truthühner; Kot","EB3b",2018,"TNGPuKo",6
"6010800","15","102404","Truthühner; Staub aus Tierhaltung","EB3a",2018,"TNGPuSt",6
"6010800","15","102404","Truthühner; Staub aus Tierhaltung","EB3b",2018,"TNGPuSt",6
"6010900","01","063203","Hackfleisch Schwein auch tiefgefroren","EH13",2018,"LTFHfSh",6
"6010900","01","063502","Hähnchen auch tiefgefroren","EH10",2018,"LTFHu",6
"6010900","01","063503","Junger Hahn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010900","01","063504","Suppenhuhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010900","01","063505","Brust Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010900","01","063506","Schenkel Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010900","01","063507","Oberschenkel Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010900","01","063508","Unterschenkel Huhn auch tiefgefroren","EH10",2018,"LTFHu",6
"6010900","01","063802","Fleischteilstück Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010900","01","063802","Fleischteilstück Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010900","01","063803","Schenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010900","01","063803","Schenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010900","01","063804","Oberschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010900","01","063804","Oberschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010900","01","063805","Unterschenkel Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010900","01","063805","Unterschenkel Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010900","01","063806","Brust Pute auch tiefgefroren","EH11",2018,"LTFPu",6
"6010900","01","063806","Brust Pute auch tiefgefroren","EH12",2018,"LTFPu",6
"6010900","01","080202","Rohwurst Pute schnittfest","EH14",2018,"LTWRwG",6
"6010900","01","080203","Rohwurst Hähnchen schnittfest","EH14",2018,"LTWRwG",6
"6010900","01","080206","Rohwurst Geflügel schnittfest","EH14",2018,"LTWRwG",6
"6010900","01","080402","Rohwurst Pute streichfähig","EH14",2018,"LTWRwG",6
"6010900","01","080403","Rohwurst Hähnchen streichfähig","EH14",2018,"LTWRwG",6
"6010900","01","080406","Rohwurst Geflügel streichfähig","EH14",2018,"LTWRwG",6
"6010900","01","090800","Vegane/Vegetarische Ersatzprodukte für Wurstwaren","EH15",2018,"LVW",6
